tree_size ; branching_setting ; number_of_changes ; algorithm ; run ; time ; is_correct
2000 ; 1 ; 1 ; custom ; 1 ; 251,88269782066345 ; -
2000 ; 1 ; 5 ; custom ; 1 ; 177,6340479850769 ; -
2000 ; 1 ; 10 ; custom ; 1 ; 303,16798424720764 ; -
2000 ; 1 ; 20 ; custom ; 1 ; 427,1279458999634 ; -
Code timeout
2000 ; 1 ; 100 ; custom ; 1 ; - ; -
2000 ; 2 ; 1 ; custom ; 1 ; 0,11659073829650879 ; -
2000 ; 2 ; 5 ; custom ; 1 ; 0,5600988864898682 ; -
2000 ; 2 ; 10 ; custom ; 1 ; 1,53218412399292 ; -
2000 ; 2 ; 20 ; custom ; 1 ; 5,800091981887817 ; -
2000 ; 2 ; 100 ; custom ; 1 ; 162,05938386917114 ; -
2000 ; 5 ; 1 ; custom ; 1 ; 0,18869996070861816 ; -
2000 ; 5 ; 5 ; custom ; 1 ; 1,0090548992156982 ; -
2000 ; 5 ; 10 ; custom ; 1 ; 3,203655958175659 ; -
2000 ; 5 ; 20 ; custom ; 1 ; 17,830742835998535 ; -
Code timeout
2000 ; 5 ; 100 ; custom ; 1 ; - ; -
2000 ; 1-2 ; 1 ; custom ; 1 ; 0,15507721900939941 ; -
2000 ; 1-2 ; 5 ; custom ; 1 ; 1,1273972988128662 ; -
2000 ; 1-2 ; 10 ; custom ; 1 ; 3,346496820449829 ; -
2000 ; 1-2 ; 20 ; custom ; 1 ; 15,068882942199707 ; -
2000 ; 1-2 ; 100 ; custom ; 1 ; 209,5303192138672 ; -
2000 ; 1-5 ; 1 ; custom ; 1 ; 0,1560370922088623 ; -
2000 ; 1-5 ; 5 ; custom ; 1 ; 0,8428409099578857 ; -
2000 ; 1-5 ; 10 ; custom ; 1 ; 3,7407290935516357 ; -
2000 ; 1-5 ; 20 ; custom ; 1 ; 7,548799991607666 ; -
2000 ; 1-5 ; 100 ; custom ; 1 ; 417,53539299964905 ; -
