tree_size ; branching_setting ; number_of_changes ; algorithm ; run ; time ; is_correct ; reduction
125 ; 1 ; 1 ; custom ; 1 ; 0,1996018886566162 ; - ; 94,63087248322147
125 ; 1 ; 1 ; custom ; 1 ; 0,05643486976623535 ; - ; 51,28205128205128
125 ; 1 ; 1 ; custom ; 1 ; 0,08988094329833984 ; - ; 61,29032258064516
125 ; 1 ; 1 ; custom ; 1 ; 0,018940210342407227 ; - ; 27,388535031847134
125 ; 1 ; 1 ; custom ; 1 ; 0,011155128479003906 ; - ; 19,745222929936308
125 ; 1 ; 1 ; custom ; 1 ; 0,07014703750610352 ; - ; 58,16993464052288
125 ; 1 ; 1 ; custom ; 1 ; 0,07415103912353516 ; - ; 60,78431372549019
125 ; 1 ; 1 ; custom ; 1 ; 0,11259126663208008 ; - ; 71,24183006535948
125 ; 1 ; 1 ; custom ; 1 ; 0,03160715103149414 ; - ; 36,30573248407643
125 ; 1 ; 1 ; custom ; 1 ; 0,06009817123413086 ; - ; 58,38926174496645
125 ; 1 ; 5 ; custom ; 1 ; 0,19222617149353027 ; - ; 86,07594936708861
125 ; 1 ; 5 ; custom ; 1 ; 0,19865894317626953 ; - ; 85,0
125 ; 1 ; 5 ; custom ; 1 ; 0,10562586784362793 ; - ; 76,0
125 ; 1 ; 5 ; custom ; 1 ; 0,20224785804748535 ; - ; 87,34177215189874
125 ; 1 ; 5 ; custom ; 1 ; 0,21148896217346191 ; - ; 94,8051948051948
125 ; 1 ; 5 ; custom ; 1 ; 0,1633148193359375 ; - ; 85,80645161290322
125 ; 1 ; 5 ; custom ; 1 ; 0,13263320922851562 ; - ; 77,63157894736842
125 ; 1 ; 5 ; custom ; 1 ; 0,21593403816223145 ; - ; 85,09316770186336
125 ; 1 ; 5 ; custom ; 1 ; 0,17216992378234863 ; - ; 85,71428571428571
125 ; 1 ; 5 ; custom ; 1 ; 0,08596420288085938 ; - ; 55,9748427672956
125 ; 1 ; 10 ; custom ; 1 ; 0,16475510597229004 ; - ; 82,05128205128204
125 ; 1 ; 10 ; custom ; 1 ; 0,15778517723083496 ; - ; 86,75496688741721
125 ; 1 ; 10 ; custom ; 1 ; 0,20077013969421387 ; - ; 94,73684210526315
125 ; 1 ; 10 ; custom ; 1 ; 0,22272205352783203 ; - ; 94,83870967741936
125 ; 1 ; 10 ; custom ; 1 ; 0,19821691513061523 ; - ; 94,8051948051948
125 ; 1 ; 10 ; custom ; 1 ; 0,19860577583312988 ; - ; 88,60759493670885
125 ; 1 ; 10 ; custom ; 1 ; 0,12294673919677734 ; - ; 71,05263157894737
125 ; 1 ; 10 ; custom ; 1 ; 0,27594900131225586 ; - ; 95,0920245398773
125 ; 1 ; 10 ; custom ; 1 ; 0,03912210464477539 ; - ; 45,09803921568628
125 ; 1 ; 10 ; custom ; 1 ; 0,23491406440734863 ; - ; 94,90445859872611
125 ; 1 ; 20 ; custom ; 1 ; 0,21432924270629883 ; - ; 89,937106918239
125 ; 1 ; 20 ; custom ; 1 ; 0,21254920959472656 ; - ; 94,9367088607595
125 ; 1 ; 20 ; custom ; 1 ; 0,2151319980621338 ; - ; 87,65432098765432
125 ; 1 ; 20 ; custom ; 1 ; 0,264066219329834 ; - ; 95,06172839506173
125 ; 1 ; 20 ; custom ; 1 ; 0,23543000221252441 ; - ; 94,90445859872611
125 ; 1 ; 20 ; custom ; 1 ; 0,23553991317749023 ; - ; 94,87179487179486
125 ; 1 ; 20 ; custom ; 1 ; 0,17314505577087402 ; - ; 88,23529411764706
125 ; 1 ; 20 ; custom ; 1 ; 0,1652839183807373 ; - ; 88,31168831168831
125 ; 1 ; 20 ; custom ; 1 ; 0,22613000869750977 ; - ; 94,87179487179486
125 ; 1 ; 20 ; custom ; 1 ; 0,1747729778289795 ; - ; 85,8974358974359
125 ; 1 ; 100 ; custom ; 1 ; 0,31336116790771484 ; - ; 95,48022598870057
125 ; 1 ; 100 ; custom ; 1 ; 0,28182291984558105 ; - ; 95,37572254335261
125 ; 1 ; 100 ; custom ; 1 ; 0,2698521614074707 ; - ; 95,34883720930233
125 ; 1 ; 100 ; custom ; 1 ; 0,29847002029418945 ; - ; 95,32163742690058
125 ; 1 ; 100 ; custom ; 1 ; 0,2919900417327881 ; - ; 95,37572254335261
125 ; 1 ; 100 ; custom ; 1 ; 0,2869250774383545 ; - ; 95,42857142857143
125 ; 1 ; 100 ; custom ; 1 ; 0,30623292922973633 ; - ; 95,48022598870057
125 ; 1 ; 100 ; custom ; 1 ; 0,3059687614440918 ; - ; 95,40229885057471
125 ; 1 ; 100 ; custom ; 1 ; 0,26737403869628906 ; - ; 95,32163742690058
