tree_size ; branching_setting ; number_of_changes ; algorithm ; run ; time ; is_correct ; reduction
4000 ; 2 ; 1 ; custom ; 1 ; 0,29944491386413574 ; - ; 0,5866932967170141
4000 ; 2 ; 1 ; custom ; 1 ; 0,30033206939697266 ; - ; 0,5243445692883896
4000 ; 2 ; 1 ; custom ; 1 ; 0,2688589096069336 ; - ; 0,5866932967170141
4000 ; 2 ; 1 ; custom ; 1 ; 0,2756071090698242 ; - ; 0,5742821473158551
4000 ; 2 ; 1 ; custom ; 1 ; 0,31482505798339844 ; - ; 0,6118117118241978
4000 ; 2 ; 1 ; custom ; 1 ; 0,30992794036865234 ; - ; 0,6242197253433208
4000 ; 2 ; 1 ; custom ; 1 ; 0,26890087127685547 ; - ; 0,5618678986140592
4000 ; 2 ; 1 ; custom ; 1 ; 0,27409791946411133 ; - ; 0,5868398052191285
4000 ; 2 ; 1 ; custom ; 1 ; 0,2802140712738037 ; - ; 0,48707381041588604
4000 ; 2 ; 1 ; custom ; 1 ; 0,2715020179748535 ; - ; 0,5370300986636694
4000 ; 2 ; 5 ; custom ; 1 ; 0,9756700992584229 ; - ; 1,9230769230769231
4000 ; 2 ; 5 ; custom ; 1 ; 1,4118196964263916 ; - ; 2,2216674987518723
4000 ; 2 ; 5 ; custom ; 1 ; 0,9362728595733643 ; - ; 1,8604070420776626
4000 ; 2 ; 5 ; custom ; 1 ; 0,9444658756256104 ; - ; 1,5984015984015985
4000 ; 2 ; 5 ; custom ; 1 ; 1,4566152095794678 ; - ; 2,2849294543638408
4000 ; 2 ; 5 ; custom ; 1 ; 1,2747509479522705 ; - ; 2,097902097902098
4000 ; 2 ; 5 ; custom ; 1 ; 0,7942941188812256 ; - ; 1,5227159261108336
4000 ; 2 ; 5 ; custom ; 1 ; 1,4503772258758545 ; - ; 2,172827172827173
4000 ; 2 ; 5 ; custom ; 1 ; 1,2232420444488525 ; - ; 1,9975031210986267
4000 ; 2 ; 5 ; custom ; 1 ; 0,9789350032806396 ; - ; 1,822721598002497
4000 ; 2 ; 10 ; custom ; 1 ; 4,071069002151489 ; - ; 3,557608288603171
4000 ; 2 ; 10 ; custom ; 1 ; 3,2362120151519775 ; - ; 3,4465534465534464
4000 ; 2 ; 10 ; custom ; 1 ; 3,6582367420196533 ; - ; 3,3466533466533464
4000 ; 2 ; 10 ; custom ; 1 ; 3,904951810836792 ; - ; 3,320019970044932
4000 ; 2 ; 10 ; custom ; 1 ; 2,9313478469848633 ; - ; 3,1082261889901384
4000 ; 2 ; 10 ; custom ; 1 ; 3,618767738342285 ; - ; 3,38369334498689
4000 ; 2 ; 10 ; custom ; 1 ; 4,332792282104492 ; - ; 3,81927109335996
4000 ; 2 ; 10 ; custom ; 1 ; 3,4105780124664307 ; - ; 3,2467532467532463
4000 ; 2 ; 10 ; custom ; 1 ; 3,2145087718963623 ; - ; 3,344982526210684
4000 ; 2 ; 10 ; custom ; 1 ; 2,4733026027679443 ; - ; 3,0832605167894145
4000 ; 2 ; 20 ; custom ; 1 ; 10,994215965270996 ; - ; 5,593008739076155
4000 ; 2 ; 20 ; custom ; 1 ; 11,029090881347656 ; - ; 5,344655344655345
4000 ; 2 ; 20 ; custom ; 1 ; 9,789836168289185 ; - ; 5,405068031456747
4000 ; 2 ; 20 ; custom ; 1 ; 15,889274835586548 ; - ; 6,317103620474407
4000 ; 2 ; 20 ; custom ; 1 ; 12,01475715637207 ; - ; 5,88235294117647
4000 ; 2 ; 20 ; custom ; 1 ; 13,500551223754883 ; - ; 6,2055187913597205
4000 ; 2 ; 20 ; custom ; 1 ; 9,672467231750488 ; - ; 5,4563615932076415
4000 ; 2 ; 20 ; custom ; 1 ; 13,662944078445435 ; - ; 6,443556443556443
4000 ; 2 ; 20 ; custom ; 1 ; 15,005584955215454 ; - ; 6,313950586473672
4000 ; 2 ; 20 ; custom ; 1 ; 14,259100914001465 ; - ; 5,904381475471228
4000 ; 2 ; 100 ; custom ; 1 ; 379,82790327072144 ; - ; 20,329876296388854
4000 ; 2 ; 100 ; custom ; 1 ; 394,52137088775635 ; - ; 20,78861991514849
4000 ; 2 ; 100 ; custom ; 1 ; 358,05670499801636 ; - ; 20,099812850904552
4000 ; 2 ; 100 ; custom ; 1 ; 307,7134988307953 ; - ; 18,82719900187149
4000 ; 2 ; 100 ; custom ; 1 ; 264,9704849720001 ; - ; 18,50280723643169
4000 ; 2 ; 100 ; custom ; 1 ; 298,17071509361267 ; - ; 19,640404544887
4000 ; 2 ; 100 ; custom ; 1 ; 427,73798179626465 ; - ; 21,76191664586973
4000 ; 2 ; 100 ; custom ; 1 ; 348,8613259792328 ; - ; 20,07992007992008
4000 ; 2 ; 100 ; custom ; 1 ; 371,0317041873932 ; - ; 20,708582834331338
4000 ; 2 ; 100 ; custom ; 1 ; 330,8484878540039 ; - ; 20,09491694767079
4000 ; 5 ; 1 ; custom ; 1 ; 0,3856348991394043 ; - ; 0,3910663074650213
4000 ; 5 ; 1 ; custom ; 1 ; 0,36276912689208984 ; - ; 0,37290781371953863
4000 ; 5 ; 1 ; custom ; 1 ; 0,38204383850097656 ; - ; 0,3731019522776573
4000 ; 5 ; 1 ; custom ; 1 ; 0,38021302223205566 ; - ; 0,37290781371953863
4000 ; 5 ; 1 ; custom ; 1 ; 0,40467309951782227 ; - ; 0,40795069872406914
4000 ; 5 ; 1 ; custom ; 1 ; 0,3746910095214844 ; - ; 0,3734259661311333
4000 ; 5 ; 1 ; custom ; 1 ; 0,348128080368042 ; - ; 0,3732962930809966
4000 ; 5 ; 1 ; custom ; 1 ; 0,3611326217651367 ; - ; 0,3558718861209964
4000 ; 5 ; 1 ; custom ; 1 ; 0,36992788314819336 ; - ; 0,3910663074650213
4000 ; 5 ; 1 ; custom ; 1 ; 0,35733914375305176 ; - ; 0,40844703224124446
4000 ; 5 ; 5 ; custom ; 1 ; 1,7934417724609375 ; - ; 1,4922783272601077
4000 ; 5 ; 5 ; custom ; 1 ; 1,2373731136322021 ; - ; 1,476463435817266
4000 ; 5 ; 5 ; custom ; 1 ; 1,3316569328308105 ; - ; 1,433162511943021
4000 ; 5 ; 5 ; custom ; 1 ; 1,8914740085601807 ; - ; 1,5961138098542678
4000 ; 5 ; 5 ; custom ; 1 ; 1,5009500980377197 ; - ; 1,5112037519541428
4000 ; 5 ; 5 ; custom ; 1 ; 1,334045171737671 ; - ; 1,4767199444058374
4000 ; 5 ; 5 ; custom ; 1 ; 1,373948097229004 ; - ; 1,302309428720264
4000 ; 5 ; 5 ; custom ; 1 ; 1,4611151218414307 ; - ; 1,4837310195227766
4000 ; 5 ; 5 ; custom ; 1 ; 1,3957808017730713 ; - ; 1,5104166666666667
4000 ; 5 ; 5 ; custom ; 1 ; 0,8767988681793213 ; - ; 1,2234273318872018
4000 ; 5 ; 10 ; custom ; 1 ; 5,258772850036621 ; - ; 2,8402675236688957
4000 ; 5 ; 10 ; custom ; 1 ; 5,9634740352630615 ; - ; 2,881444193716369
4000 ; 5 ; 10 ; custom ; 1 ; 5,523653030395508 ; - ; 2,8630921395106714
