tree_size ; branching_setting ; number_of_changes ; algorithm ; run ; time ; is_correct ; reduction
1000 ; 1 ; 1 ; custom ; 1 ; 0,7520241737365723 ; - ; 20,138288677614522
1000 ; 1 ; 1 ; custom ; 1 ; 0,15734100341796875 ; - ; 9,328683522231909
1000 ; 1 ; 1 ; custom ; 1 ; 4,787461996078491 ; - ; 43,71152154793316
1000 ; 1 ; 1 ; custom ; 1 ; 1,967695951461792 ; - ; 30,95030514385353
1000 ; 1 ; 1 ; custom ; 1 ; 2,689046859741211 ; - ; 35,89519650655022
1000 ; 1 ; 1 ; custom ; 1 ; 43,734264850616455 ; - ; 92,63067694944301
1000 ; 1 ; 1 ; custom ; 1 ; 3,5819778442382812 ; - ; 40,47829937998229
1000 ; 1 ; 1 ; custom ; 1 ; 1,284308910369873 ; - ; 28,01418439716312
1000 ; 1 ; 1 ; custom ; 1 ; 26,320321083068848 ; - ; 79,38325991189427
1000 ; 1 ; 1 ; custom ; 1 ; 30,98499894142151 ; - ; 82,00873362445414
1000 ; 1 ; 5 ; custom ; 1 ; 39,825599908828735 ; - ; 90,78260869565217
1000 ; 1 ; 5 ; custom ; 1 ; 30,578611850738525 ; - ; 83,3916083916084
1000 ; 1 ; 5 ; custom ; 1 ; 25,547084093093872 ; - ; 76,9561478933792
1000 ; 1 ; 5 ; custom ; 1 ; 25,149122953414917 ; - ; 79,23691215616682
1000 ; 1 ; 5 ; custom ; 1 ; 35,03961491584778 ; - ; 87,00614574187884
1000 ; 1 ; 5 ; custom ; 1 ; 33,92979311943054 ; - ; 84,90893321769298
1000 ; 1 ; 5 ; custom ; 1 ; 30,648624897003174 ; - ; 82,882096069869
1000 ; 1 ; 5 ; custom ; 1 ; 44,88704490661621 ; - ; 94,94773519163763
1000 ; 1 ; 5 ; custom ; 1 ; 8,523020029067993 ; - ; 53,75110326566638
1000 ; 1 ; 5 ; custom ; 1 ; 32,13728594779968 ; - ; 83,27586206896552
1000 ; 1 ; 10 ; custom ; 1 ; 44,00427794456482 ; - ; 95,91836734693877
1000 ; 1 ; 10 ; custom ; 1 ; 51,49245595932007 ; - ; 99,30555555555556
1000 ; 1 ; 10 ; custom ; 1 ; 40,112980127334595 ; - ; 90,79861111111111
1000 ; 1 ; 10 ; custom ; 1 ; 45,78323936462402 ; - ; 94,65056082830026
1000 ; 1 ; 10 ; custom ; 1 ; 38,36436986923218 ; - ; 90,81272084805654
1000 ; 1 ; 10 ; custom ; 1 ; 41,79414987564087 ; - ; 92,66375545851528
1000 ; 1 ; 10 ; custom ; 1 ; 52,69076418876648 ; - ; 99,30795847750865
1000 ; 1 ; 10 ; custom ; 1 ; 38,6935760974884 ; - ; 89,6853146853147
1000 ; 1 ; 10 ; custom ; 1 ; 42,587043046951294 ; - ; 95,04424778761062
1000 ; 1 ; 10 ; custom ; 1 ; 41,20707082748413 ; - ; 93,65638766519824
1000 ; 1 ; 20 ; custom ; 1 ; 41,048123836517334 ; - ; 89,82456140350877
1000 ; 1 ; 20 ; custom ; 1 ; 52,32133364677429 ; - ; 99,3073593073593
1000 ; 1 ; 20 ; custom ; 1 ; 39,51004719734192 ; - ; 91,90853122251539
1000 ; 1 ; 20 ; custom ; 1 ; 44,67885994911194 ; - ; 92,94320137693632
1000 ; 1 ; 20 ; custom ; 1 ; 52,286279916763306 ; - ; 99,30008748906387
1000 ; 1 ; 20 ; custom ; 1 ; 52,3239951133728 ; - ; 99,3006993006993
1000 ; 1 ; 20 ; custom ; 1 ; 41,88383722305298 ; - ; 95,53969669937555
1000 ; 1 ; 20 ; custom ; 1 ; 52,362813234329224 ; - ; 99,30313588850174
